,lat,lon,,
6188,18.39503167,-66.17057333,Puerto Rico,
6189,18.39184667,-66.16953333,Puerto Rico,
6190,18.39143667,-66.17206,Puerto Rico,
6191,18.389375,-66.16747333,Puerto Rico,
6192,18.38647167,-66.17077167,Puerto Rico,
6193,18.38637833,-66.16276167,Puerto Rico,
6194,18.37286833,-66.15280833,Puerto Rico,
6195,18.37641833,-66.15135833,Puerto Rico,
6196,18.371705,-66.15098167,Puerto Rico,
6197,18.36989667,-66.15156833,Puerto Rico,
6198,18.37128333,-66.15522167,Puerto Rico,
6199,18.37037833,-66.15450667,Puerto Rico,
6200,18.36751167,-66.15718833,Puerto Rico,
6201,18.36813667,-66.15959,Puerto Rico,
6202,18.36788833,-66.16063,Puerto Rico,
6203,18.37042,-66.15792667,Puerto Rico,
6204,18.36934333,-66.16341333,Puerto Rico,
6205,18.369915,-66.160685,Puerto Rico,
6206,18.37255333,-66.16009167,Puerto Rico,
6207,18.37129167,-66.16305167,Puerto Rico,
6208,18.374115,-66.16207833,Puerto Rico,
6209,18.37505333,-66.16519333,Puerto Rico,
6210,18.37040833,-66.172335,Puerto Rico,
6211,18.36988333,-66.17380833,Puerto Rico,
6212,18.37423333,-66.17355,Puerto Rico,
6213,18.37260167,-66.17920167,Puerto Rico,
6214,18.37545833,-66.18653333,Puerto Rico,
6215,18.387745,-66.16504167,Puerto Rico,
6216,18.38920333,-66.15997,Puerto Rico,
6217,18.37801333,-66.16285,Puerto Rico,
6218,18.385855,-66.15612,Puerto Rico,
6219,18.37081333,-66.18865667,Puerto Rico,
6220,18.37405333,-66.17689,Puerto Rico,
6221,18.37237667,-66.15645167,Puerto Rico,
6222,18.369975,-66.17670833,Puerto Rico,
6223,18.37368333,-66.19018,Puerto Rico,
6224,18.376486,-66.190275,Puerto Rico,
6225,18.37426167,-66.18041,Puerto Rico,
6226,18.371805,-66.181195,Puerto Rico,
6227,18.37296,-66.16401333,Puerto Rico,
6228,18.378425,-66.157185,Puerto Rico,
6229,18.394105,-66.16394833,Puerto Rico,
6230,18.37535,-66.17658333,Puerto Rico,
6231,18.3691,-66.15613,Puerto Rico,
6232,26.23241167,-80.15082833,Florida,
6233,26.23174,-80.14603,Florida,
6234,26.23279333,-80.14101333,Florida,
6235,26.23147667,-80.164655,Florida,
6236,26.24520833,-80.15179667,Florida,
6237,26.24219,-80.16583833,Florida,
6238,26.24156167,-80.15166833,Florida,
6239,26.23160333,-80.17352167,Florida,
6240,26.23753,-80.16537333,Florida,
6241,26.24348833,-80.14339667,Florida,
6242,26.23975,-80.14467167,Florida,
6243,26.24086833,-80.16010667,Florida,
6244,26.24553,-80.15922333,Florida,
6245,26.24543167,-80.16513,Florida,
6246,26.23675833,-80.15387833,Florida,
6247,26.231905,-80.15703,Florida,
6248,26.23014167,-80.1591,Florida,
6249,26.23568333,-80.147645,Florida,
6250,26.237235,-80.14260833,Florida,
6251,26.231984,-80.17054,Florida,
6252,26.23320833,-80.16126833,Florida,
6253,26.234615,-80.16409833,Florida,
6254,26.23500333,-80.15658833,Florida,
6255,26.23981,-80.154995,Florida,
6256,26.24343167,-80.15532833,Florida,
6257,26.24528667,-80.16195,Florida,
6258,26.24272,-80.14588,Florida,
6259,26.26867,-80.13530667,Florida,
6260,26.27471333,-80.13373333,Florida,
6261,26.22150333,-80.12330833,Florida,
6262,26.23107833,-80.124995,Florida,
6263,26.23326,-80.12639833,Florida,
6264,26.22771167,-80.12316333,Florida,
6265,26.242065,-80.134645,Florida,
6266,26.239312,-80.135765,Florida,
6267,26.237008,-80.125637,Florida,
6268,26.24905,-80.12681833,Florida,
6269,26.25050333,-80.13568833,Florida,
6270,26.25459167,-80.13582167,Florida,
6271,26.25733167,-80.13241333,Florida,
6272,26.257518,-80.127785,Florida,
6273,26.26049833,-80.119415,Florida,
6274,26.26083,-80.122985,Florida,
6275,26.265765,-80.11711167,Florida,
6276,26.26941167,-80.12761667,Florida,
6277,26.265075,-80.105625,Florida,
6278,26.27464167,-80.12922833,Florida,
6279,26.27455333,-80.11366667,Florida,
6280,26.27494,-80.1184,Florida,
6281,26.25872,-80.10518333,Florida,
6282,26.27110833,-80.11989,Florida,
6283,26.22617333,-80.13376833,Florida,
6284,26.25878667,-80.11521333,Florida,
6285,26.25216167,-80.12062333,Florida,
6286,26.24058667,-80.12404167,Florida,
6287,26.24528833,-80.12303167,Florida,
6288,26.240653,-80.127544,Florida,
6289,26.24566667,-80.13086333,Florida,
6290,26.24592167,-80.13606,Florida,
6291,26.234294,-80.13551,Florida,
6292,26.23397,-80.13049333,Florida,
6293,26.22754667,-80.135225,Florida,
6294,26.22310333,-80.13424333,Florida,
6295,26.22039333,-80.13487667,Florida,
6296,26.21944833,-80.13070833,Florida,
6297,26.21827667,-80.12362667,Florida,
6298,26.22437833,-80.12927333,Florida,
6299,26.22505667,-80.125315,Florida,
6300,26.23211,-80.13027,Florida,
6301,39.408915,-74.50946,New Jersey,
6302,39.41281,-74.510115,New Jersey,
6303,39.41247833,-74.51665167,New Jersey,
6304,39.40924,-74.52035333,New Jersey,
6305,39.406745,-74.52154167,New Jersey,
6306,39.40494167,-74.52345833,New Jersey,
6307,39.40125167,-74.52488667,New Jersey,
6308,39.40303333,-74.53272667,New Jersey,
6309,39.40100833,-74.53465167,New Jersey,
6310,39.39806333,-74.53762,New Jersey,
6311,39.39518167,-74.54125333,New Jersey,
6312,39.39353833,-74.54477,New Jersey,
6313,39.38190667,-74.54589,New Jersey,
6314,39.379758,-74.542102,New Jersey,
6315,39.389655,-74.51746667,New Jersey,
6316,39.38394333,-74.54104167,New Jersey,
6317,39.41116167,-74.506965,New Jersey,
6318,39.408955,-74.509643,New Jersey,
6319,39.404735,-74.51143167,New Jersey,
6320,39.40545667,-74.51668833,New Jersey,
6321,39.40218333,-74.51365667,New Jersey,
6322,39.399355,-74.51604833,New Jersey,
6323,39.39668167,-74.51866833,New Jersey,
6324,39.393885,-74.52003333,New Jersey,
6325,39.39509667,-74.53482667,New Jersey,
6326,39.39680333,-74.52966833,New Jersey,
6327,39.393055,-74.53765333,New Jersey,
6328,39.39117333,-74.53071167,New Jersey,
6329,39.39349667,-74.528885,New Jersey,
6330,39.39125167,-74.52327833,New Jersey,
6331,39.39053333,-74.53599167,New Jersey,
6332,39.38717333,-74.53659833,New Jersey,
6333,39.38542,-74.52914,New Jersey,
6334,39.38746833,-74.52965167,New Jersey,
6335,39.39004667,-74.52504,New Jersey,
6336,39.38365,-74.53074833,New Jersey,
6337,39.39366167,-74.52119667,New Jersey,
6338,39.39292333,-74.52666667,New Jersey,
6339,40.64233,-74.40879,New Jersey,
6340,40.64122167,-74.402445,New Jersey,
6341,40.63865667,-74.40971,New Jersey,
6342,40.637135,-74.40484833,New Jersey,
6343,40.637515,-74.39645167,New Jersey,
6344,40.63474833,-74.41345333,New Jersey,
6345,40.63453333,-74.40078667,New Jersey,
6346,40.63294,-74.39675,New Jersey,
6347,40.62989667,-74.41490333,New Jersey,
6348,40.63075667,-74.41087833,New Jersey,
6349,40.62752,-74.40543833,New Jersey,
6350,40.629479,-74.400788,New Jersey,
6351,40.62650333,-74.41839833,New Jersey,
6352,40.62609,-74.413665,New Jersey,
6353,40.6218,-74.42154,New Jersey,
6354,40.61951833,-74.42054667,New Jersey,
6355,40.62279667,-74.41567667,New Jersey,
6356,40.61731667,-74.41263333,New Jersey,
6357,40.62372,-74.40859167,New Jersey,
6358,40.61934,-74.40668833,New Jersey,
6359,40.62064833,-74.40218167,New Jersey,
6360,40.61572167,-74.40891,New Jersey,
6361,40.61419833,-74.40548833,New Jersey,
6362,40.616265,-74.40265333,New Jersey,
6363,40.61731667,-74.42587833,New Jersey,
6364,40.614895,-74.42354667,New Jersey,
6365,40.61182,-74.412615,New Jersey,
6366,40.61444667,-74.43014833,New Jersey,
6367,40.61143,-74.42836667,New Jersey,
6368,40.61000167,-74.42394,New Jersey,
6369,40.60702333,-74.41895667,New Jersey,
6370,40.61110167,-74.43431333,New Jersey,
6371,40.607435,-74.43358667,New Jersey,
6372,40.60357667,-74.42950167,New Jersey,
6373,40.60555833,-74.42400667,New Jersey,
6374,40.61203333,-74.42579333,New Jersey,
6375,40.60759333,-74.43942667,New Jersey,
6376,40.60532667,-74.43951167,New Jersey,
6377,40.60223833,-74.437505,New Jersey,
6378,40.60044833,-74.43399333,New Jersey,
6379,40.59968,-74.43060167,New Jersey,
6380,40.60324833,-74.44555333,New Jersey,
6381,40.59914,-74.44152667,New Jersey,
6382,40.59699167,-74.43661167,New Jersey,
6383,40.606385,-74.42957333,New Jersey,
6384,40.62560333,-74.403375,New Jersey,
6385,40.60302167,-74.42271667,New Jersey,
6386,40.59657167,-74.443565,New Jersey,
6387,40.59475,-74.439265,New Jersey,
6388,40.59379333,-74.44170333,New Jersey,
6389,40.59595167,-74.44988667,New Jersey,
6390,40.6017506,-74.44144069,New Jersey,
6391,40.60362,-74.43644,New Jersey,
6392,42.45376667,-73.24185667,"Pittsfield, MA",
6393,42.456785,-73.24421333,"Pittsfield, MA",
6394,42.45948833,-73.24963167,"Pittsfield, MA",
6395,42.44994667,-73.24452667,"Pittsfield, MA",
6396,42.44635667,-73.24308833,"Pittsfield, MA",
6397,42.44242833,-73.24176833,"Pittsfield, MA",
6398,42.44139167,-73.24591,"Pittsfield, MA",
6399,42.441085,-73.249745,"Pittsfield, MA",
6400,42.44007833,-73.25299333,"Pittsfield, MA",
6401,42.44047333,-73.257385,"Pittsfield, MA",
6402,42.44108667,-73.261575,"Pittsfield, MA",
6403,42.443245,-73.26406833,"Pittsfield, MA",
6404,42.44698667,-73.26581333,"Pittsfield, MA",
6405,42.45047333,-73.26650833,"Pittsfield, MA",
6406,42.45357167,-73.267475,"Pittsfield, MA",
6407,42.45700333,-73.26635333,"Pittsfield, MA",
6408,42.465685,-73.25416667,"Pittsfield, MA",
6409,42.46922833,-73.25088333,"Pittsfield, MA",
6410,42.46917833,-73.25452167,"Pittsfield, MA",
6411,42.47313167,-73.25464167,"Pittsfield, MA",
6412,42.47597833,-73.2527,"Pittsfield, MA",
6413,42.47597333,-73.24824333,"Pittsfield, MA",
6414,42.478655,-73.24969167,"Pittsfield, MA",
6415,42.47790333,-73.244405,"Pittsfield, MA",
6416,42.467865,-73.243445,"Pittsfield, MA",
6417,42.46223167,-73.26096833,"Pittsfield, MA",
6418,42.47377167,-73.24315833,"Pittsfield, MA",
6419,42.4706,-73.24593833,"Pittsfield, MA",
6420,42.465565,-73.24863,"Pittsfield, MA",
6421,42.46183667,-73.24419833,"Pittsfield, MA",
6422,42.46221,-73.25238,"Pittsfield, MA",
6423,42.45450333,-73.23676333,"Pittsfield, MA",
6424,42.455735,-73.23009,"Pittsfield, MA",
6425,42.45737667,-73.22788,"Pittsfield, MA",
6426,42.46195,-73.22935167,"Pittsfield, MA",
6427,42.46289667,-73.23474667,"Pittsfield, MA",
6428,42.45894,-73.234535,"Pittsfield, MA",
6429,42.45792667,-73.237395,"Pittsfield, MA",
6430,42.47281167,-73.24974167,"Pittsfield, MA",
6431,42.44861167,-73.25197667,"Pittsfield, MA",
6432,42.44798833,-73.25533,"Pittsfield, MA",
6433,42.44666167,-73.26093667,"Pittsfield, MA",
6434,42.45167,-73.256605,"Pittsfield, MA",
6435,42.449435,-73.26042833,"Pittsfield, MA",
6436,42.452988,-73.26314,"Pittsfield, MA",
6437,42.44364,-73.25843,"Pittsfield, MA",
6438,42.44369833,-73.25067833,"Pittsfield, MA",
6439,42.444775,-73.24772167,"Pittsfield, MA",
6440,42.454845,-73.251475,"Pittsfield, MA",
6441,42.45652833,-73.261405,"Pittsfield, MA",
6442,42.45946167,-73.25758333,"Pittsfield, MA",
6443,42.45628667,-73.25709667,"Pittsfield, MA",
6444,42.45363,-73.24661167,"Pittsfield, MA",
6445,42.45747167,-73.24994333,"Pittsfield, MA",
6446,42.48026667,-73.24681667,"Pittsfield, MA",
6447,42.45364667,-73.25908167,"Pittsfield, MA",
6448,42.45933833,-73.24109167,"Pittsfield, MA",
6449,42.46064,-73.23549333,"Pittsfield, MA",
6450,42.46228167,-73.24863167,"Pittsfield, MA",
6451,40.45151167,-80.07823167,Pennsylvania,
6452,40.44838,-80.07788833,Pennsylvania,
6453,40.449475,-80.07457667,Pennsylvania,
6454,40.44563667,-80.07854,Pennsylvania,
6455,40.45730167,-80.08183167,Pennsylvania,
6456,40.46073333,-80.079465,Pennsylvania,
6457,40.46348667,-80.07911167,Pennsylvania,
6458,40.46070167,-80.06369,Pennsylvania,
6459,40.46332833,-80.07510167,Pennsylvania,
6460,40.45734333,-80.07600167,Pennsylvania,
6461,40.44808,-80.07168833,Pennsylvania,
6462,40.46157667,-80.068455,Pennsylvania,
6463,40.44815,-80.068537,Pennsylvania,
6464,40.461005,-80.07523167,Pennsylvania,
6465,40.45641,-80.05262167,Pennsylvania,
6466,40.45886333,-80.06269,Pennsylvania,
6467,40.45879667,-80.065935,Pennsylvania,
6468,40.46226667,-80.05632667,Pennsylvania,
6469,40.45206,-80.04276,Pennsylvania,
6470,40.44958,-80.04023833,Pennsylvania,
6471,40.44177333,-80.037665,Pennsylvania,
6472,40.43957833,-80.04638833,Pennsylvania,
6473,40.45562,-80.05023833,Pennsylvania,
6474,40.43910167,-80.05331667,Pennsylvania,
6475,40.44170833,-80.05152167,Pennsylvania,
6476,40.44513,-80.05958,Pennsylvania,
6477,40.446675,-80.055045,Pennsylvania,
6478,40.44713167,-80.05169833,Pennsylvania,
6479,40.451562,-80.070693,Pennsylvania,
6480,40.44254,-80.04024,Pennsylvania,
6481,40.44185833,-80.046335,Pennsylvania,
6482,40.444765,-80.05180667,Pennsylvania,
6483,40.45390833,-80.06355167,Pennsylvania,
6484,40.44281167,-80.04218167,Pennsylvania,
6485,40.44858667,-80.04974167,Pennsylvania,
6486,40.45402,-80.05322333,Pennsylvania,
6487,40.45023,-80.052135,Pennsylvania,
6488,40.454375,-80.05473833,Pennsylvania,
6489,40.455435,-80.06037667,Pennsylvania,
6490,40.44541167,-80.04806667,Pennsylvania,
6491,40.46503167,-79.937955,Pennsylvania,
6492,40.471263,-79.926017,Pennsylvania,
6493,40.470875,-79.923495,Pennsylvania,
6494,40.463065,-79.92525833,Pennsylvania,
6495,40.470905,-79.90933167,Pennsylvania,
6496,40.457097,-79.916119,Pennsylvania,
6497,40.45825333,-79.90913333,Pennsylvania,
6498,40.47061,-79.898025,Pennsylvania,
6499,40.45850833,-79.90328333,Pennsylvania,
6500,-9999,-9999,Pennsylvania,
6501,40.47023333,-79.89453333,Pennsylvania,
6502,40.46761167,-79.88567833,Pennsylvania,
6503,40.459675,-79.889785,Pennsylvania,
6504,40.449142,-79.889238,Pennsylvania,
6505,40.45091167,-79.89783,Pennsylvania,
6506,40.45845,-79.912935,Pennsylvania,
6507,40.46176333,-79.91396333,Pennsylvania,
6508,40.467305,-79.92287667,Pennsylvania,
6509,40.46362333,-79.92961,Pennsylvania,
6510,40.45275667,-79.89453833,Pennsylvania,
6511,40.46722333,-79.92788333,Pennsylvania,
6512,40.468125,-79.91733333,Pennsylvania,
6513,40.45560833,-79.89794833,Pennsylvania,
6514,40.458625,-79.88655833,Pennsylvania,
6515,40.45420333,-79.88162667,Pennsylvania,
6516,40.47476,-79.91714667,Pennsylvania,
6517,40.47455833,-79.93108,Pennsylvania,
6518,40.46300667,-79.907445,Pennsylvania,
6519,40.47091833,-79.90210833,Pennsylvania,
6520,40.46470667,-79.91050333,Pennsylvania,
6521,40.47151833,-79.91719667,Pennsylvania,
6522,40.44952833,-79.884435,Pennsylvania,
6523,40.457865,-79.87979833,Pennsylvania,
6524,40.46163,-79.88441833,Pennsylvania,
6525,40.46562,-79.89869833,Pennsylvania,
6526,40.47145833,-79.91255,Pennsylvania,
6527,40.46584,-79.90163,Pennsylvania,
6528,40.44914833,-79.8872,Pennsylvania,
6529,40.46434667,-79.889145,Pennsylvania,
6530,40.46731167,-79.89409833,Pennsylvania,
6531,40.46622,-79.90439,Pennsylvania,
6532,40.4692,-79.90592167,Pennsylvania,
6533,40.46485,-79.91545333,Pennsylvania,
6534,40.474415,-79.91084667,Pennsylvania,
6535,40.477,-79.92954833,Pennsylvania,
6536,40.47337,-79.935095,Pennsylvania,
6537,40.47091,-79.93025,Pennsylvania,
6538,40.46601833,-79.932415,Pennsylvania,
6539,40.45247667,-79.90173833,Pennsylvania,
6540,40.464135,-79.92118,Pennsylvania,
6541,40.46948333,-79.93506167,Pennsylvania,
6542,40.45965667,-79.89598667,Pennsylvania,
6543,40.45911167,-79.92959,Pennsylvania,
6544,40.45772167,-79.93347667,Pennsylvania,
6545,40.45442833,-79.94040667,Pennsylvania,
6546,40.45538667,-79.94268167,Pennsylvania,
6547,40.46095833,-79.93194833,Pennsylvania,
6548,40.462205,-79.93553167,Pennsylvania,
6549,40.46884667,-79.94174,Pennsylvania,
6550,40.46656667,-79.93627833,Pennsylvania,
6551,40.46579,-79.94616333,Pennsylvania,
6552,40.46681,-79.953075,Pennsylvania,
6553,40.46383167,-79.953755,Pennsylvania,
6554,40.459195,-79.94995,Pennsylvania,
6555,40.461765,-79.94590333,Pennsylvania,
6556,40.46244167,-79.950145,Pennsylvania,
6557,40.46499833,-79.94120833,Pennsylvania,
6558,40.45839333,-79.943375,Pennsylvania,
6559,40.46254833,-79.94221,Pennsylvania,
6560,40.46456333,-79.93316,Pennsylvania,
6561,40.45303333,-79.86701833,Pennsylvania,
6562,40.45538167,-79.86909667,Pennsylvania,
6563,40.45913167,-79.873855,Pennsylvania,
6564,40.45666167,-79.87044333,Pennsylvania,
6565,40.453695,-79.86931333,Pennsylvania,
6566,40.45499167,-79.872105,Pennsylvania,
6567,40.45015167,-79.87579667,Pennsylvania,
6568,40.44940667,-79.881065,Pennsylvania,
6569,40.45929167,-79.881745,Pennsylvania,
6570,40.46569333,-79.943735,Pennsylvania,
6571,40.45223833,-79.873105,Pennsylvania,
6572,40.46727333,-79.940035,Pennsylvania,
6573,40.46597667,-79.949635,Pennsylvania,
6574,40.45702833,-79.87757167,Pennsylvania,
6575,40.45468667,-79.95982333,Pennsylvania,
6576,40.45668167,-79.95798167,Pennsylvania,
6577,40.45735667,-79.96008667,Pennsylvania,
6578,40.45538667,-79.94268167,Pennsylvania,
6579,40.46383167,-79.953755,Pennsylvania,
6580,40.459195,-79.94995,Pennsylvania,
6581,40.46244167,-79.950145,Pennsylvania,
6582,40.40366167,-79.940715,Pennsylvania,
6583,40.43700333,-79.98461,Pennsylvania,
6584,40.43600167,-79.98077167,Pennsylvania,
6585,40.436875,-79.97583,Pennsylvania,
6586,40.45468667,-79.95982333,Pennsylvania,
6587,40.45668167,-79.95798167,Pennsylvania,
6588,40.45735667,-79.96008667,Pennsylvania,
6589,40.440715,-79.98233667,Pennsylvania,
6590,40.44275833,-79.97994,Pennsylvania,
6591,40.44428667,-79.98331833,Pennsylvania,
6592,40.43819333,-79.97983667,Pennsylvania,
6593,40.44459,-79.973765,Pennsylvania,
6594,40.44981167,-79.96242667,Pennsylvania,
6595,40.44681,-79.96210833,Pennsylvania,
6596,40.44937667,-79.97101,Pennsylvania,
6597,40.44751833,-79.97328667,Pennsylvania,
6598,40.452648,-79.964395,Pennsylvania,
6599,40.446555,-79.96777667,Pennsylvania,
6600,40.445785,-79.96526833,Pennsylvania,
6601,40.44101333,-79.96767667,Pennsylvania,
6602,40.431925,-79.97917667,Pennsylvania,
6603,40.43009333,-79.97581667,Pennsylvania,
6604,40.42702667,-79.96803667,Pennsylvania,
6605,40.42823833,-79.973935,Pennsylvania,
6606,40.41395,-79.93872,Pennsylvania,
6607,40.40699167,-79.93256667,Pennsylvania,
6608,40.40136667,-79.94326833,Pennsylvania,
6609,40.411175,-79.944874,Pennsylvania,
6610,40.41312333,-79.94008,Pennsylvania,
6611,40.40001667,-79.93774,Pennsylvania,
6612,40.403435,-79.93602333,Pennsylvania,
6613,40.40597167,-79.92770333,Pennsylvania,
6614,40.40772,-79.92668667,Pennsylvania,
6615,40.409855,-79.92822333,Pennsylvania,
6616,40.41074333,-79.93916833,Pennsylvania,
6617,40.415105,-79.94116833,Pennsylvania,
6618,40.40522833,-79.93386833,Pennsylvania,
6619,40.407645,-79.930185,Pennsylvania,
6620,40.40634833,-79.93140833,Pennsylvania,
6621,40.40386167,-79.94609333,Pennsylvania,
6622,40.40671333,-79.93309833,Pennsylvania,
6623,40.41692167,-79.94177667,Pennsylvania,
6624,40.417,-79.9439,Pennsylvania,
6625,40.41016333,-79.94229,Pennsylvania,
6626,40.40693333,-79.94166667,Pennsylvania,
6627,40.40815333,-79.94048333,Pennsylvania,
6628,40.40386,-79.93816333,Pennsylvania,
6629,40.41318833,-79.94412667,Pennsylvania,
6630,40.41373833,-79.94466,Pennsylvania,
6631,40.40897167,-79.94307833,Pennsylvania,
6632,40.44136333,-79.95408167,Pennsylvania,
6633,40.44278667,-79.95650333,Pennsylvania,
6634,40.44431167,-79.95310833,Pennsylvania,
6635,40.44686833,-79.95139833,Pennsylvania,
6636,40.451425,-79.95072167,Pennsylvania,
6637,40.436814,-79.970358,Pennsylvania,
6638,40.43629,-79.96508667,Pennsylvania,
6639,40.43459667,-79.96361,Pennsylvania,
6640,40.436005,-79.962985,Pennsylvania,
6641,40.43405,-79.95991167,Pennsylvania,
6642,40.431529,-79.956946,Pennsylvania,
6643,40.43427167,-79.95352833,Pennsylvania,
6644,40.43695667,-79.95275667,Pennsylvania,
6645,40.443875,-79.95023833,Pennsylvania,
6646,40.436263,-79.957795,Pennsylvania,
6647,40.43948667,-79.95936833,Pennsylvania,
6648,40.431415,-79.95356167,Pennsylvania,
6649,40.454395,-79.95294667,Pennsylvania,
6650,40.43732167,-79.96106667,Pennsylvania,
6651,40.44367667,-79.959715,Pennsylvania,
6652,40.43919333,-79.96413833,Pennsylvania,
6653,40.44068333,-79.96183833,Pennsylvania,
6654,40.43711833,-79.95476333,Pennsylvania,
6655,40.44596667,-79.957625,Pennsylvania,
6656,40.438145,-79.96201833,Pennsylvania,
6657,40.44914333,-79.95277167,Pennsylvania,
6658,40.401672,-79.938534,Pennsylvania,
6659,40.41565167,-79.94515333,Pennsylvania,
6660,40.414543,-79.945653,Pennsylvania,
6661,40.400705,-79.940225,Pennsylvania,
6662,40.416967,-79.946955,Pennsylvania,
6663,40.40552667,-79.94038333,Pennsylvania,
6664,40.40619667,-79.92842167,Pennsylvania,
6665,40.431065,-80.01343333,Pennsylvania,
6666,40.433572,-80.010505,Pennsylvania,
6667,40.43124167,-80.01048833,Pennsylvania,
6668,40.42985333,-80.004075,Pennsylvania,
6669,40.42860833,-80.00229333,Pennsylvania,
6670,40.42813667,-79.99765833,Pennsylvania,
6671,40.43000667,-79.99731,Pennsylvania,
6672,40.42923,-79.993895,Pennsylvania,
6673,40.42973,-79.98888333,Pennsylvania,
6674,40.42424667,-79.99828,Pennsylvania,
6675,40.43022167,-79.98603333,Pennsylvania,
6676,40.431925,-79.97917667,Pennsylvania,
6677,40.43009333,-79.97581667,Pennsylvania,
6678,40.42705833,-79.97115833,Pennsylvania,
6679,40.41818167,-79.99113167,Pennsylvania,
6680,40.42702667,-79.96803667,Pennsylvania,
6681,40.41814667,-79.96216333,Pennsylvania,
6682,40.41735833,-79.96464833,Pennsylvania,
6683,40.41542,-79.96655833,Pennsylvania,
6684,40.41782167,-79.97463,Pennsylvania,
6685,40.41357833,-79.97148333,Pennsylvania,
6686,40.41533167,-79.97335333,Pennsylvania,
6687,40.42823833,-79.973935,Pennsylvania,
6688,40.41747667,-79.98046833,Pennsylvania,
6689,40.41749833,-79.97791333,Pennsylvania,
6690,40.417969,-80.001772,Pennsylvania,
6691,40.41776833,-79.98547333,Pennsylvania,
6692,40.41618167,-79.98702167,Pennsylvania,
6693,40.41290833,-79.98923167,Pennsylvania,
6694,40.407385,-79.99227667,Pennsylvania,
6695,40.413555,-79.99667167,Pennsylvania,
6696,40.40748833,-79.99551833,Pennsylvania,
6697,40.40731,-79.99833,Pennsylvania,
6698,40.40796333,-80.00084833,Pennsylvania,
6699,40.42000667,-79.97313,Pennsylvania,
6700,40.41042833,-80.00023,Pennsylvania,
6701,40.41439667,-80.00500167,Pennsylvania,
6702,40.42012167,-79.99210333,Pennsylvania,
6703,40.41529833,-80.00686167,Pennsylvania,
6704,40.416775,-80.01139833,Pennsylvania,
6705,40.41968667,-80.013055,Pennsylvania,
6706,40.41923833,-79.97729667,Pennsylvania,
6707,40.42843667,-80.014175,Pennsylvania,
6708,40.426079,-79.975892,Pennsylvania,
6709,40.42367,-79.97543833,Pennsylvania,
6710,40.41610667,-79.99483,Pennsylvania,
6711,40.42325,-80.00450833,Pennsylvania,
6712,40.424425,-79.992815,Pennsylvania,
6713,40.42723833,-79.983675,Pennsylvania,
6714,40.42145,-80.00099167,Pennsylvania,
6715,40.42905167,-79.97895667,Pennsylvania,
6716,40.41524333,-79.991385,Pennsylvania,
6717,40.426915,-80.006955,Pennsylvania,
6718,40.42643,-80.01184333,Pennsylvania,
6719,40.42795333,-80.01013333,Pennsylvania,
6720,40.42021667,-80.00451,Pennsylvania,
6721,40.41900833,-80.00973,Pennsylvania,
6722,40.42677333,-80.00359167,Pennsylvania,
6723,40.42572167,-79.979175,Pennsylvania,
6724,40.422215,-79.99333,Pennsylvania,
6725,40.42267667,-79.98391667,Pennsylvania,
6726,40.42257,-79.971005,Pennsylvania,
6727,40.419675,-79.96953333,Pennsylvania,
6728,40.41732,-79.971585,Pennsylvania,
6729,40.41606333,-79.97091833,Pennsylvania,
6730,40.410877,-79.992972,Pennsylvania,
6731,40.418125,-79.96809333,Pennsylvania,
6732,40.42151667,-79.99703667,Pennsylvania,
6733,40.41490667,-79.99948333,Pennsylvania,
6734,40.41918667,-79.96436667,Pennsylvania,
6735,40.421245,-79.96815333,Pennsylvania,
6736,40.42473667,-79.96881167,Pennsylvania,
6737,40.42449,-79.97298,Pennsylvania,
6738,40.41001833,-79.995885,Pennsylvania,
6739,40.42621667,-79.98724333,Pennsylvania,
6740,40.42066,-79.98773833,Pennsylvania,
6741,40.42222,-79.98060167,Pennsylvania,
6742,40.42698333,-80.00025,Pennsylvania,
6743,40.42436667,-80.00196667,Pennsylvania,
6744,40.42143667,-79.96345667,Pennsylvania,
6745,40.422495,-79.96597667,Pennsylvania,
6746,40.429545,-80.00708333,Pennsylvania,
6747,40.41878333,-80.00448833,Pennsylvania,
6748,40.42023167,-79.99506667,Pennsylvania,
6749,40.41363167,-79.97116333,Pennsylvania,
6750,40.42394833,-79.99022,Pennsylvania,
6751,40.421955,-80.013965,Pennsylvania,
6752,40.42484833,-79.996785,Pennsylvania,
6753,40.42065333,-80.00626167,Pennsylvania,
6754,40.41481,-79.96886333,Pennsylvania,
6755,40.42522167,-80.01511,Pennsylvania,
6756,40.43972833,-79.956235,Pennsylvania,
6757,40.43732167,-79.96106667,Pennsylvania,
6758,40.43459667,-79.96361,Pennsylvania,
6759,40.436005,-79.962985,Pennsylvania,
6760,40.44905667,-79.94875,Pennsylvania,
6761,40.43948667,-79.95936833,Pennsylvania,
6762,40.44136333,-79.95408167,Pennsylvania,
6763,40.44278667,-79.95650333,Pennsylvania,
6764,40.43405,-79.95991167,Pennsylvania,
6765,40.443875,-79.95023833,Pennsylvania,
6766,40.438145,-79.96201833,Pennsylvania,
6767,40.44068333,-79.96183833,Pennsylvania,
6768,40.44914333,-79.95277167,Pennsylvania,
6769,40.44686833,-79.95139833,Pennsylvania,
6770,40.451425,-79.95072167,Pennsylvania,
6771,40.44431167,-79.95310833,Pennsylvania,
6772,40.46383167,-79.953755,Pennsylvania,
6773,40.459195,-79.94995,Pennsylvania,
6774,40.46244167,-79.950145,Pennsylvania,
6775,40.43540167,-79.98653667,Pennsylvania,
